Ref,LEA_Name,Reference,Contract,POST Participating,City,Latitude,Longitude,County,State,LEA_Type,Site,Policy_Manual_Exists,Mil_Equip_Policy_Exists,Military Equipment Inventory Exists,QA_Policy_Manual,QA_Mil_Equip_Policy,QA Mil_Equip_Inventory (if separate),Notes
SB978-609,Walnut Creek Police Department,,no,yes,Walnut Creek,37.90162,-122.0619,Contra Costa County,California,Police,https://www.walnut-creek.org/departments/public-safety/police,TRUE,TRUE,TRUE,https://www.walnut-creek.org/home/showpublisheddocument/27466,https://www.walnut-creek.org/home/showpublisheddocument/27611/637842530037000000,https://www.walnut-creek.org/home/showpublisheddocument/27613/637842530082330000,
SB978-610,Watsonville Police Department,,no,yes,Watsonville,36.90903,-121.7555,Santa Cruz County,California,Police,https://www.cityofwatsonville.org/2324/Police,TRUE,TRUE,,https://www.cityofwatsonville.org/DocumentCenter/View/15812/Policy-Manual-2021,https://www.cityofwatsonville.org/DocumentCenter/View/18444/DRAFT-Military-Equipment-Policy-and-Attachment,,
SB978-611,Weed Police Department,,no,yes,Weed,41.42507,-122.3843,Siskiyou County,California,Police,https://www.ci.weed.ca.us/police,TRUE,TRUE/Draft,FALSE,http://www.ci.weed.ca.us/vertical/sites/%7BC0495501-9512-4786-A427-BAB3AEBDEA56%7D/uploads/Weed_Police_Department_Policy_Manual(1).pdf,https://www.ci.weed.ca.us/vertical/sites/%7BC0495501-9512-4786-A427-BAB3AEBDEA56%7D/uploads/WPD_Military_Equipment_policy(1).pdf,,
SB978-612,West Cities Police Communications Center,,no,yes,Seal Beach,33.74256,-118.1052,Orange County,California,Communications,http://www.west-comm.org,TRUE,FALSE,FALSE,http://www.west-comm.org/wp-content/uploads/Policy-Procedure.pdf,,,
SB978-613,West Covina Police Department,,no,yes,West Covina,34.07214,-117.9381,Los Angeles County,California,Police,https://wcpd.org,TRUE,TRUE,,https://www.wcpd.org/wp-content/uploads/2022/07/20220708_West_Covina_PD_Policy_Manual_Redacted.pdf,https://www.wcpd.org/wp-content/uploads/2022/07/20220708_West_Covina_PD_Policy_Manual_Redacted.pdf,,
SB978-614,West Sacramento Police Department,,no,yes,West Sacramento,38.57162,-121.5501,Yolo County,California,Police,https://www.cityofwestsacramento.org/government/departments/police,TRUE,TRUE,,https://www.cityofwestsacramento.org/Home/ShowDocument?id=7842,https://www.cityofwestsacramento.org/home/showpublisheddocument/13263/637833771864828750,,
SB978-615,West Valley-Mission Community College District Police Department,,no,yes,Saratoga,37.27105,-122.0140,Santa Clara County,California,College/University,https://wvm.edu/services/police/Pages/default.aspx,TRUE,TRUE,TRUE,https://wvm.edu/services/police/Pages/default.aspx#Tab5,https://wvm.edu/services/police/Documents/Policy%20709%20Military_Equipment_BOT%20approved%206.21.22.pdf,https://wvm.edu/services/police/Documents/Current%20Equipment%20Category%20List_4.18.22.pdf,
SB978-616,Westminster Police Department,,no,yes,Westminster,33.75931,-117.9858,Orange County,California,Police,https://www.westminster-ca.gov/departments/police,TRUE,TRUE,,https://www.westminster-ca.gov/home/showpublisheddocument/4066/637673004687170000,https://www.westminster-ca.gov/home/showpublisheddocument/5135/637915155674300609,,
SB978-618,Wheatland Police Department,,no,yes,Wheatland,39.00956,-121.4251,Yuba County,California,Police,http://www.wheatland.ca.gov/departments/police/,TRUE,TRUE,,http://www.wheatland.ca.gov/wp-content/uploads/RELEASE_20220705_T120950_Wheatland_PD_Policy_Manual.pdf,http://www.wheatland.ca.gov/wp-content/uploads/RELEASE_20220705_T120950_Wheatland_PD_Policy_Manual.pdf,,
SB978-620,Whittier Police Department,,no,yes,Whittier,33.97542,-118.0339,Los Angeles County,California,Police,https://www.cityofwhittier.org/government/police,TRUE,TRUE,TRUE,https://www.cityofwhittier.org/home/showpublisheddocument/6434/637861240116070000,https://www.cityofwhittier.org/home/showpublisheddocument/6434/637861240116070000,https://www.cityofwhittier.org/home/showpublisheddocument/10088/637861239790870000,
SB978-622,Willits Police Department,,no,yes,Willits,39.40415,-123.3518,Mendocino County,California,Police,http://cityofwillits.org/148/Police,TRUE,FALSE,FALSE,https://cityofwillits.org/148/Police,,,
SB978-623,Windsor Police Department,Sonoma County Sheriff's Department,yes,yes,Windsor,38.54938,-122.8132,Sonoma County,California,Police,https://www.townofwindsor.com/174/Police-Department,TRUE,FALSE,FALSE,https://www.windsorpd.com/DocumentCenter/View/218/Windsor-Police-Department-Policy,,,
SB978-624,Winters Police Department,,no,yes,Winters,38.52192,-121.9707,Yolo County,California,Police,http://www.winterspolice.org,TRUE,TRUE,,https://www.winterspolice.org/wp-content/uploads/2022/07/RELEASE_20220705_T165602_Winters_Police_Department_Policy_Manual.pdf,https://www.winterspolice.org/wp-content/uploads/2022/07/RELEASE_20220705_T165602_Winters_Police_Department_Policy_Manual.pdf,,
SB978-626,Woodland Police Department,,no,yes,Woodland,38.67854,-121.7731,Yolo County,California,Police,https://www.cityofwoodland.org,TRUE,TRUE,,https://cityofwoodland.org/DocumentCenter/View/7572/Woodland_PD_Policy_Manual-12_27_2021_Redacted?bidId=,https://cityofwoodland.org/DocumentCenter/View/7793/Military-Equipment-Policy-706-DRAFT?bidId=,,
SB978-627,Yolo County District Attorney,,no,yes,Woodland,38.67854,-121.7731,Yolo County,California,District Attorney,https://yoloda.org,TRUE,FALSE,FALSE,https://yoloda.org/wp-content/uploads/2020/06/RELEASE_20200612_T141909_Yolo_County_DA_Policy_Manual.pdf,,,
SB978-628,Yolo County Sheriff's Department,,no,yes,Woodland,38.67854,-121.7731,Yolo County,California,Sheriff,https://www.yolocountysheriff.com,TRUE,FALSE,FALSE,https://www.yolocountysheriff.com/wp-content/uploads/2020/03/Sheriffs-Office-Policy-Manual.pdf,,https://www.yolocountysheriff.com/wp-content/uploads/2022/04/AB-481.pdf,
SB978-629,Yreka Police Department,,no,yes,Yreka,41.73122,-122.6357,Siskiyou County,California,Police,http://www.ci.yreka.ca.us,TRUE,TRUE,TRUE,http://ci.yreka.ca.us/DocumentCenter/View/824/Yreka_PD_Policy_Manual,http://ci.yreka.ca.us/DocumentCenter/View/1192/Policy-706?bidId=,https://ci.yreka.ca.us/DocumentCenter/View/1205/Military-Equipment-Use-Policy,
SB978-630,Yuba City Police Department,,no,yes,Yuba City,39.14094,-121.6198,Sutter County,California,Police,https://www.yubacity.net/city_hall/departments/police_department,TRUE,TRUE,,https://www.yubacity.net/common/pages/DisplayFile.aspx?itemId=17298234,https://www.yubacity.net/common/pages/DisplayFile.aspx?itemId=18404650,,
SB978-633,Yuba County Sheriff's Department,,no,yes,Marysville,39.14497,-121.5872,Yuba County,California,Sheriff,https://sheriff.co.yuba.ca.us,TRUE,FALSE,FALSE,https://files4.revize.com/yubaca/Yuba%20County/Sheriff/Jail/Jail%20Policy%20Manual%20(9-16-2021).pdff,,,
